n,t_decomp,t_align,t_total,mem_mb,n_snarls
10,0.006291418103501201,0.06908848765306175,0.07537990575656295,0.04008261362711588,20
50,0.06658201897516847,2.0644352830325565,2.131017302007725,0.14516194661458334,100
100,0.23306180668684343,7.361494340080147,7.59455614676699,0.39716339111328125,200
200,0.886174511940529,34.930922991440944,35.817097503381476,0.5975901285807291,400
500,5.22700693194444,211.01746312466761,216.24447005661204,1.8462244669596355,1000
